"","Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","First.Time.Discloser","Population","City.Location","Sustainability.Targets.Master.Planning","Risk.Assessment.Actions","Nb.Hazards.Type","Hazards.Exposure.Level","Adaptation.Challenges.Health","Adaptation.Challenges.Economic","Adaptation.Challenges.Environment","Adaptation.Challenges.Infrastructure","Adaptation.Challenges.Social","Adaptation.Challenges.Governance","Adaptation.Challenges.Education","Adaptation.Challenges.Level","Risk.Health.System","Nb.Adaptation.Actions","Adaptation.Plan","City.Wide.Emissions.Inventory","GHG.Emissions.Primary.protocol","GHG.Emissions.Evolution","GHG.Emissions.Consumption","GHG.Emissions.External.Verification","GHG.Emissions.Reductions.Targets","Emissions.Reductions.Mitigation.Planning","Opportunities.Collaboration","Renewable.Energy.Target","Electricity.Source.Biomass","Electricity.Source.Coal","Electricity.Source.Gas","Electricity.Source.Geothermal","Electricity.Source.Hydro","Electricity.Source.Nuclear","Electricity.Source.Oil","Electricity.Source.Other","Electricity.Source.Solar","Electricity.Source.Wind","Electricity.Source.Renewable","Energy.Efficnecy.Target","Transport.Mode.Passenger.Public","Transport.Mode.Passenger.Cycling","Transport.Mode.Passenger.Other","Transport.Mode.Passenger.Private.motorized","Transport.Mode.Passenger.Walking","Low.Zero.Emission.Zone","Food.Consumption.Policies","Potable.Water.Supply.Percent","Water.Resource.Management.strategy","lat","long","Country.Code.3"
"467",2020,50571,"City of Victoria","Victoria","Canada","North America","No",94000,"POINT (-123.366 48.4284)","Yes","Yes",9,22,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",8,"Yes","Yes","GPC","Decreased","Yes","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Yes",2,0,2,0,96,0,0,0,0,0,96,"Not intending to undertake",NA,NA,NA,NA,NA,"No","Yes",100,"Not intending to undertake",48.4284,-123.366,"CAN"
"468",2020,54290,"Qingdao Municipal Government","Qingdao","China","East Asia","No",9499800,"POINT (120.356 36.1105)","Yes","Yes",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"In progress","Yes","GPC","Increased",NA,NA,"Base year intensity target","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,100,"Yes",36.1105,120.356,"CHN"
"469",2020,834406,"Municipality of San Pedro Tlaquepaque","","Mexico","Latin America","No",664193,"","Yes","Yes",3,66,0,1,0,0,0,0,0,1,"Yes",1,"In progress","In progress","2006 IPCC Guidelines",NA,NA,NA,"Base year emissions (absolute) target","Not intending to undertake","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"No","Yes",95,"Intending to undertake in next 2 years",20.6243,103.3212,"MEX"
"470",2020,54349,"Balikpapan City Government","","Indonesia","Southeast Asia and Oceania","No",655178,"POINT (116.831 -1.26539)","Yes","Yes",2,34,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Yes","Yes","2006 IPCC Guidelines","Increased","Intending to undertake in the next 2 years","Yes","Baseline scenario (business as usual) target","Yes","Yes","Intending to undertake in the next 2 years",0,0,2.04,0,0,0,51.48,0,46.48,0,46.48,"Intending to undertake in the next 2 years",0,0.5,17.5,80,2,"Yes","No",76,"In progress",-1.26539,116.831,"IDN"
"471",2020,839667,"Municipio de Guanagazapa","","Guatemala","Latin America","No",20083,"","Yes","Yes",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Intending to undertake in the next 2 years","Yes","GPC","Do not know","Do not know","Not intending to undertake","No target","Do not know",NA,"Not intending to undertake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","Do not know",85,"Intending to undertake in next 2 years",14.2286,-90.6429,"GTM"
"472",2020,826237,"Alcaldia de Madrid","Madrid (Colombia)","Colombia","Latin America","No",127138,"POINT (-74.2642 4.73245)","Yes","In progress",4,39,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"In progress","Yes","GPC","Increased","Yes","Yes","No target","In progress","In progress","Intending to undertake in the next 2 years",0,0,0,0,100,0,0,0,0,0,100,"Not intending to undertake",30,15,15,30,10,"Do not know","Do not know",90,"Intending to undertake in next 2 years",4.73245,-74.2642,"COL"
"473",2020,840039,"Arequito","","Argentina","Latin America","No",6836,"","Intending to incorporate in the next 2 years","Yes",6,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"In progress","Yes","GPC",NA,NA,"Do not know","No target","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.1443,-59.6438,"ARG"
"474",2020,50208,"Adana Metropolitan Municipality","Adana","Turkey","Europe","Yes",2200000,"POINT (35.334 36.995)","Yes","Yes",1,25,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,1,0,50,10,NA,"Yes",80,"Yes",36.995,35.334,"TUR"
"475",2020,834229,"Municipality of Bragado","","Argentina","Latin America","No",41336,"",NA,"In progress",13,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.50651405,27.3537499392833,"ARG"
"476",2020,36262,"Comune di Genova","Genova","Italy","Europe","No",575577,"POINT (9.31841 44.348)","Yes","Yes",4,68,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",3,"In progress","Yes","2006 IPCC Guidelines","Decreased","Do not know","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",NA,NA,4.228471,NA,NA,NA,NA,NA,8.5,NA,NA,"In progress",NA,NA,NA,NA,NA,"Yes","Yes",100,"Yes",44.348,9.31841,"ITA"
"477",2020,834058,"Bogor Regency","","Indonesia","Southeast Asia and Oceania","No",5965410,"","Yes","Yes",4,82,0,0,0,1,0,0,0,1,"Yes",8,"Yes","In progress","2006 IPCC Guidelines",NA,NA,NA,"No target","Yes","Yes","Do not know",0,0,0,0,0,0,0,0,0,0,0,"In progress",NA,NA,NA,NA,NA,"Do not know","No",90,"In progress",-6.6,106.8,"IDN"
"478",2020,74488,"City of Beverly, MA","","United States of America","North America","No",40152,"","In progress","Yes",4,55,NA,NA,NA,NA,NA,NA,NA,NA,"No",6,"Yes","In progress","ICLEI",NA,NA,NA,"No target","In progress","Yes","In progress",NA,NA,44,NA,NA,NA,4,51,1,NA,NA,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","No",100,"Intending to undertake in next 2 years",40.7682,-74.2348,"USA"
"479",2020,42384,"Göteborgs Stad","Göteborg","Sweden","Europe","Yes",579281,"","Yes","Intending to undertake in the next 2 years",3,12,0,1,0,0,0,1,0,2,"Yes",2,"Yes","Yes","GPC","Decreased","Yes","Not intending to undertake","Base year intensity target","Yes","Yes","Yes",3.13,0.23,0.55,0,38.94,40.94,0.19,5.84,0.24,9.94,49.12,"Yes",NA,NA,NA,NA,NA,"Yes","Yes",99,"Yes",57.6717,11.981,"SWE"
"480",2020,42384,"Göteborgs Stad","Göteborg","Sweden","Europe","Yes",579281,"","Yes","Intending to undertake in the next 2 years",3,12,0,1,0,0,0,1,0,2,"Yes",2,"Yes","Yes","GPC","Decreased","Yes","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",3.13,0.23,0.55,0,38.94,40.94,0.19,5.84,0.24,9.94,49.12,"Yes",NA,NA,NA,NA,NA,"Yes","Yes",99,"Yes",57.6717,11.981,"SWE"
"481",2020,46470,"Ayuntamiento de Vitoria-Gasteiz","Vitoria-Gasteiz","Spain","Europe","No",252574,"POINT (-2.67 42.84)","Yes","Yes",3,17,0,0,0,1,1,0,0,2,"Yes",5,"In progress","Yes","2006 IPCC Guidelines","Decreased","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Yes",3,4.3,30.3,0,10,22.6,1.2,1.4,5.7,21.5,37.2,"Intending to undertake in the next 2 years",8.32,12.27,0.27,24.77,54.36,"No","Yes",100,"Yes",42.84,-2.67,"ESP"
"482",2020,840924,"Prefeitura de Alexânia","","Brazil","Latin America","No",20033,"","In progress","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"In progress","In progress",NA,NA,NA,NA,"No target","Do not know","Yes","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know","No",NA,"In progress",-12.25,-38.97,"BRA"
"483",2020,60409,"Municipalidad Provincial de Callao","","Peru","Latin America","No",994494,"","Yes","Yes",6,95,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",11,"Yes","In progress","GPC",NA,NA,NA,"No target","In progress","In progress","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","Yes",96,"In progress",-3.7852828,-80.0639827,"PER"
"484",2020,832078,"Município de Mafra","Mafra","Portugal","Europe","No",81961,"POINT (-9.32771 38.9385)","In progress","Yes",3,50,0,0,0,0,0,1,0,1,"No",2,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target",NA,"In progress","Intending to undertake in the next 2 years",NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,"In progress",NA,NA,NA,NA,NA,"No","Do not know",100,"Intending to undertake in next 2 years",38.9385,-9.32771,"PRT"
"485",2020,42120,"City of Salvador","Salvador","Brazil","Latin America","No",2872347,"POINT (-38.5023 -12.973)","Yes","Yes",7,79,0,1,0,0,1,0,0,2,"Yes",7,"In progress","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Yes","No target","In progress","Yes","In progress",3,5,6,NA,54,NA,7,NA,12,13,NA,"In progress",38.6,0.5,2.9,20,38,"No","Yes",93,"In progress",-12.973,-38.5023,"BRA"
"486",2020,50389,"Prefeitura de Maceió","Maceió","Brazil","Latin America","No",1021127,"POINT (-35.718 -9.67342)","Intending to incorporate in the next 2 years","Intending to undertake in the next 2 years",5,95,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",1,"In progress","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years","Yes","Intending to undertake in the next 2 years",NA,NA,10,NA,90,NA,NA,NA,NA,NA,NA,"In progress",55,5,9,30,1,"Yes","No",80,"Yes",-9.67342,-35.718,"BRA"
"487",2020,60258,"Prefeitura de Brusque","Brusque","Brazil","Latin America","No",137600,"POINT (-48.9207 -27.0936)","In progress","Do not know",3,41,0,0,0,1,1,1,0,3,"Yes",2,"Do not know","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Yes","Do not know","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intending to undertake in the next 2 years",12,5,1,79,3,"No","Do not know",90,"In progress",-27.0936,-48.9207,"BRA"
"488",2020,826182,"Ayuntamiento de Tonalá","","Mexico","Latin America","No",477117,"","Yes","Yes",5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Not intending to undertake","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years","In progress","Yes",0,45,80,0,0,0,0,NA,NA,0,NA,"In progress",50,5,130,NA,50,"No","No",10,"Intending to undertake in next 2 years",19.3333,-96.4833,"MEX"
"489",2020,826380,"Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA)","","Mexico","Latin America","No",144000,"","Yes","Yes",1,20,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"In progress","Not intending to undertake",NA,NA,NA,NA,NA,NA,"Not intending to undertake","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Do not know",NA,"In progress",37.9850091,-103.5438321,"MEX"
"490",2020,55419,"City of Miramar","Miramar","United States of America","North America","No",140823,"POINT (-80.3036 25.9861)","In progress","Yes",5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Intending to undertake in the next 2 years","Yes","ICLEI","This is our first year of calculation",NA,"Yes","No target",NA,"Yes","Intending to undertake in the next 2 years",NA,2.37,73.61,NA,NA,21.98,0.17,NA,1.87,NA,NA,"Do not know",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",25.9861,-80.3036,"USA"
"491",2020,54498,"Ayuntamiento de Murcia","Murcia","Spain","Europe","No",453258,"POINT (-1.00495 37.799)","Yes","Yes",4,82,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",8,"Yes","Yes","Regional or country specific methodology","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Intending to undertake in the next 2 years","Yes",1.7,5,21.9,0,9,21.2,13.6,1.5,5.5,20.6,35.1,"Yes",NA,NA,NA,NA,NA,"No",NA,100,"Yes",37.799,-1.00495,"ESP"
"492",2020,826201,"Ayuntamiento de Zapopan","","Mexico","Latin America","Yes",1332272,"","Yes","In progress",8,123,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",7,"In progress","In progress","2006 IPCC Guidelines",NA,NA,NA,"Baseline scenario (business as usual) target","In progress","Yes","In progress",5.72,4.31,19.73,1.75,1.8,2.41,62.39,0.79,0.37,0.73,4.65,"In progress",NA,NA,NA,NA,NA,"No","Yes",97,"Intending to undertake in next 2 years",26.1167,-103.45,"MEX"
"493",2020,60284,"Prefeitura de Angra dos Reis","Angra dos Reis","Brazil","Latin America","No",169511,"POINT (-44.2442 -22.9983)","In progress","Do not know",3,53,0,0,0,0,1,0,0,1,"Yes",3,"Do not know","Not intending to undertake",NA,NA,NA,NA,"No target",NA,"Do not know","Do not know",1,3,13,0,70,2,5,5,1,0,71,"Do not know",NA,NA,NA,NA,NA,"Do not know","Do not know",NA,NA,-22.9983,-44.2442,"BRA"
"494",2020,831152,"Municipio de San Pedro de Urabá","San Pedro de Urabá","Colombia","Latin America","No",37255,"POINT (8.34552 -76.3414)","Not intending to incorporate","Intending to undertake in the next 2 years",2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Do not know","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Do not know",NA,"Do not know",0,0,0,0,100,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,"No","Do not know",38,"Intending to undertake in next 2 years",8.2778883,-76.3830793,"COL"
"495",2020,54617,"Alcaldia de Pereira","Pereira","Colombia","Latin America","No",472000,"POINT (-75.6906 4.80871)","Yes","In progress",5,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes","In progress","GPC",NA,NA,NA,"Baseline scenario (business as usual) target","Not intending to undertake","Yes","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,"No","No",99.75,"In progress",4.80871,-75.6906,"COL"
"496",2020,50559,"City of St Catharines, ON","St Catharines","Canada","North America","No",133113,"POINT (-79.2469 43.1594)","In progress","Yes",4,42,0,0,0,1,0,0,0,1,"Yes",1,"In progress","Yes","GPC","Decreased","Not intending to undertake","In progress","Base year intensity target","Intending to undertake in the next 2 years","Yes","Do not know",1,0,3,0,26,60,1,0,2,7,35,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Intending to undertake in next 2 years",43.1594,-79.2469,"CAN"
"497",2020,50543,"Halifax Regional Municipality","Halifax","Canada","North America","No",421939,"POINT (-63.5714 44.6478)","Yes","Yes",6,80,0,2,0,0,1,0,0,3,"No",5,"Yes","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Not intending to undertake","Fixed level target","Yes","In progress","Yes",4.1,57.8,9.9,0,10.8,0,4.7,0,0,12.7,23.5,"Yes",13,1,NA,77,9,"No","Yes",99.95,"Not intending to undertake",44.6478,-63.5714,"CAN"
"498",2020,50543,"Halifax Regional Municipality","Halifax","Canada","North America","No",421939,"POINT (-63.5714 44.6478)","Yes","Yes",6,80,0,2,0,0,1,0,0,3,"No",5,"Yes","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Not intending to undertake","Base year emissions (absolute) target","Yes","In progress","Yes",4.1,57.8,9.9,0,10.8,0,4.7,0,0,12.7,23.5,"Yes",13,1,NA,77,9,"No","Yes",99.95,"Not intending to undertake",44.6478,-63.5714,"CAN"
"499",2020,845132,"Prefeitura de Goiás (Goiás Velho)","","Brazil","Latin America","Yes",24727,"","In progress","Intending to undertake in the next 2 years",4,74,0,0,1,0,0,0,0,1,"No",1,"Intending to undertake in the next 2 years","In progress","ICLEI",NA,NA,NA,"No target","Intending to undertake in the next 2 years","Yes","Do not know",0,0,0,0,100,0,0,0,0,0,100,"In progress",NA,NA,NA,NA,NA,"No","Yes",100,"In progress",-21.53879635,-42.1809782686909,"BRA"
"500",2020,843399,"Wandsworth Council","","United Kingdom of Great Britain and Northern Ireland","Europe","Yes",332500,"","Yes","In progress",9,24,0,1,1,0,0,0,0,2,"Yes",8,"Yes","Yes","GPC","This is our first year of calculation","Yes","Yes","Base year emissions (absolute) target","Yes","In progress","Not intending to undertake",8.81,3.11,26.76,0,2.28,11.9,0.17,5.83,13.16,27.98,43.42,"Not intending to undertake",31.2,3.5,3,27.4,34.9,"Yes","Yes",100,"Not intending to undertake",51.455,-0.192,"GBR"
"501",2020,35857,"City of Cincinnati","Cincinnati","United States of America","North America","No",302605,"POINT (-84.512 39.1031)","Yes","Yes",8,131,0,0,0,1,0,0,0,1,"Yes",4,"Yes","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Yes",0.6,64.5,10.8,0,0.6,19.8,0.6,0.7,0.1,2.3,3,"Yes",1.3,1,4.4,88.2,5.1,"No","Yes",100,"Yes",39.1031,-84.512,"USA"
"502",2020,74418,"Town of Breckenridge, CO","Breckenridge","United States of America","North America","No",5020,"POINT (106.038 39.4817)","Yes","Yes",3,33,0,1,0,0,0,0,0,1,"Yes",3,"Yes","Yes","GPC","This is our first year of calculation","Not intending to undertake","Do not know","Base year emissions (absolute) target","Yes","Yes","Yes",0,33,37,0,1,0,0,0,4,25,30,"Yes",15.9,1,9.4,59.6,14.1,"No","No",100,"Yes",39.4995,-106.0433,"USA"
"503",2020,60339,"Prefeitura de Anapolis","","Brazil","Latin America","Yes",386923,"","In progress","In progress",2,41,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Do not know","Yes","Intending to undertake in the next 2 years",0,0,0,0,100,0,0,0,0,0,100,"Intending to undertake in the next 2 years",25,10,10,80,10,"No","No",98,"Yes",-21.3594,-48.0656,"BRA"
"504",2020,50398,"Ciudad de Juárez","Juárez","Mexico","Latin America","No",1391180,"POINT (-106.425 31.6904)","Yes","Yes",4,54,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",0,0,100,0,0,0,0,0,0,0,0,"Do not know",NA,NA,NA,NA,NA,"No","Yes",70,"Yes",31.6904,-106.425,"MEX"
"505",2020,43937,"Wellington City Council","Wellington","New Zealand","Southeast Asia and Oceania","No",210400,"POINT (174.776 -41.2865)","In progress","Yes",6,110,0,0,0,1,0,0,0,1,"Yes",5,"In progress","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Not intending to undertake",2,4,10,17,61,NA,NA,NA,NA,6,NA,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",-41.2865,174.776,"NZL"
"506",2020,62868,"Eskişehir Metropolitan Municipality","Eskişehir","Turkey","Europe","No",887475,"POINT (30.5256 39.7667)","In progress","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,"In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7667,30.5256,"TUR"
"507",2020,50560,"City of Oakland","Oakland","United States of America","North America","No",425195,"POINT (-122.271 37.8044)","Yes","Yes",10,216,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",6,"Yes","Yes","ICLEI","Decreased","Yes","Do not know","Base year emissions (absolute) target","Yes","Yes","Yes",4,0,20,5,21,27,0,2,13,8,47,"In progress",NA,NA,NA,NA,NA,"Do not know","Yes",100,"Intending to undertake in next 2 years",37.8044,-122.271,"USA"
"508",2020,848125,"Oreamuno","","Costa Rica","Latin America","Yes",49000,"","In progress","Do not know",1,25,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Do not know","In progress","Other",NA,NA,NA,"Base year intensity target","Do not know","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Intending to undertake in next 2 years",9.9974653,-83.845703198973,"CRI"
"509",2020,73684,"Carlos Tejedor","","Argentina","Latin America","No",11570,"",NA,"Intending to undertake in the next 2 years",9,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Intending to undertake in the next 2 years","Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.5871877,-58.3922248,"ARG"
"510",2020,59644,"City of Culver City, CA","Culver City","United States of America","North America","No",39295,"POINT (-118.4 34.02)","In progress","Yes",6,55,0,1,0,1,0,0,0,2,"Yes",11,"In progress","In progress","ICLEI",NA,NA,NA,"Base year emissions (absolute) target","Intending to undertake in the next 2 years","Yes","Yes",0,0,0,0,25,0,0,10,50,15,90,NA,NA,NA,NA,NA,NA,"No",NA,100,"Yes",34.02,-118.4,"USA"
"511",2020,60633,"La mairie de Bujumbura","Bujumbura","Burundi","Africa","No",1155678,"POINT (29.3599 -3.36137)","In progress","Not intending to undertake",11,34,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Not intending to undertake","Not intending to undertake",NA,NA,NA,NA,"No target",NA,"In progress","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",60,NA,-3.36137,29.3599,"BDI"
"512",2020,60092,"City of Porvoo","Porvoo","Finland","Europe","Yes",50380,"","Yes","Not intending to undertake",13,64,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",9,"Not intending to undertake","Yes","Regional or country specific methodology","Increased","Intending to undertake in the next 2 years","Yes","Fixed level target","Yes","Yes","Not intending to undertake",7.55,0,0,0,73.95,18.19,0,0,0.02,0.29,74.26,"Yes",4,7,2,63,24,"No","Yes",100,"Yes",60.3931,25.6639,"FIN"
"513",2020,60092,"City of Porvoo","Porvoo","Finland","Europe","Yes",50380,"","Yes","Not intending to undertake",13,64,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",9,"Not intending to undertake","Yes","Regional or country specific methodology","Increased","Intending to undertake in the next 2 years","Yes","Base year emissions (absolute) target","Yes","Yes","Not intending to undertake",7.55,0,0,0,73.95,18.19,0,0,0.02,0.29,74.26,"Yes",4,7,2,63,24,"No","Yes",100,"Yes",60.3931,25.6639,"FIN"
"514",2020,53829,"City of Kingston, ON","Kingston","Canada","North America","No",124000,"","Yes","Intending to undertake in the next 2 years",4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Intending to undertake in the next 2 years","Yes","ICLEI",NA,NA,"Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Not intending to undertake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes",44.3054151,-76.4283781,"CAN"
"515",2020,35878,"City of Sacramento","Sacramento","United States of America","North America","No",513624,"POINT (-121.494 38.5816)","Yes","In progress",5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes","Yes","ICLEI","Decreased",NA,"Do not know","Base year emissions (absolute) target","Yes","Yes","Yes",12,0,41,1,14,0,0,23,3,7,25,NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Yes",38.5816,-121.494,"USA"
"516",2020,35878,"City of Sacramento","Sacramento","United States of America","North America","No",513624,"POINT (-121.494 38.5816)","Yes","In progress",5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes","Yes","ICLEI","Decreased",NA,"Do not know","Fixed level target","Yes","Yes","Yes",12,0,41,1,14,0,0,23,3,7,25,NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Yes",38.5816,-121.494,"USA"
"517",2020,58626,"City of Racine, WI","","United States of America","North America","No",78860,"","In progress","Intending to undertake in the next 2 years",2,26,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year emissions (absolute) target","Intending to undertake in the next 2 years","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","No",100,"Yes",40.7682,-74.2348,"USA"
"518",2020,54517,"City Örebro","Örebro","Sweden","Europe","No",155696,"POINT (15.2066 59.2741)","Yes","Yes",11,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Yes","Yes","Regional or country specific methodology","Decreased","Do not know","Yes","Base year intensity target","Yes","Yes","Yes",0,0,0,0,0,0,0,0,0,100,100,"Yes",12,12,NA,73,3,"No","Yes",100,"Yes",59.2741,15.2066,"SWE"
"519",2020,54116,"City of Dubuque","Dubuque","United States of America","North America","No",57882,"POINT (-90.5071 42.5006)","Yes","Yes",1,9,0,1,0,1,0,0,0,2,"Yes",3,"Yes","Yes","ICLEI","Decreased","Not intending to undertake","Yes","Base year emissions (absolute) target","Yes","Yes","Intending to undertake in the next 2 years",0,37.84,48.43,0,1,0,0.02,0,0.03,12.68,13.71,"Not intending to undertake",NA,NA,NA,NA,NA,"No","No",100,"In progress",42.5006,-90.5071,"USA"
"520",2020,54329,"Bogor City Government","Bogor","Indonesia","Southeast Asia and Oceania","No",1048610,"POINT (106.806 -6.5971)","Yes","In progress",9,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Yes","Yes","2006 IPCC Guidelines","Increased","Not intending to undertake","Yes","Base year emissions (absolute) target","Yes","Yes","Not intending to undertake",0,0,0,0,100,0,0,0,0,0,100,"In progress",4,NA,0,2,NA,"No","Yes",91,"In progress",-6.5971,106.806,"IDN"
"521",2020,42123,"City of Goiânia","Goiânia","Brazil","Latin America","No",1516113,"POINT (-49.2648 -16.6869)","Yes","Do not know",3,38,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","In progress","In progress","Intending to undertake in the next 2 years",0,0,0,0,90,0,8,2,0,0,90,"Intending to undertake in the next 2 years",1,0,54,45,0,"No","Yes",99,"Intending to undertake in next 2 years",-16.6869,-49.2648,"BRA"
