Unnamed: 0,Year.Reported.to.CDP,Account.Number,Organization,City,Country,CDP.Region,First.Time.Discloser,Population,City.Location,Sustainability.Targets.Master.Planning,Risk.Assessment.Actions,Nb.Hazards.Type,Hazards.Exposure.Level,Adaptation.Challenges.Health,Adaptation.Challenges.Economic,Adaptation.Challenges.Environment,Adaptation.Challenges.Infrastructure,Adaptation.Challenges.Social,Adaptation.Challenges.Governance,Adaptation.Challenges.Education,Adaptation.Challenges.Level,Risk.Health.System,Nb.Adaptation.Actions,Adaptation.Plan,City.Wide.Emissions.Inventory,GHG.Emissions.Primary.protocol,GHG.Emissions.Evolution,GHG.Emissions.Consumption,GHG.Emissions.External.Verification,GHG.Emissions.Reductions.Targets,Emissions.Reductions.Mitigation.Planning,Opportunities.Collaboration,Renewable.Energy.Target,Electricity.Source.Biomass,Electricity.Source.Coal,Electricity.Source.Gas,Electricity.Source.Geothermal,Electricity.Source.Hydro,Electricity.Source.Nuclear,Electricity.Source.Oil,Electricity.Source.Other,Electricity.Source.Solar,Electricity.Source.Wind,Electricity.Source.Renewable,Energy.Efficnecy.Target,Transport.Mode.Passenger.Public,Transport.Mode.Passenger.Cycling,Transport.Mode.Passenger.Other,Transport.Mode.Passenger.Private.motorized,Transport.Mode.Passenger.Walking,Low.Zero.Emission.Zone,Food.Consumption.Policies,Potable.Water.Supply.Percent,Water.Resource.Management.strategy,lat,long,Country.Code.3
457,2020,51374,Prefeitura de Rio Branco,Rio Branco,Brazil,Latin America,No,407319.0,POINT (-40.3776 -20.3338),Yes,Yes,1.0,9.0,,,,,,,,,Yes,1,In progress,In progress,GPC,,,,No target,In progress,In progress,Intending to undertake in the next 2 years,,,,,,,100.0,,,,,Yes,,,,,,No,No,100.0,In progress,-20.3338,-40.3776,BRA
458,2020,834126,Dobong-gu Municipal Government,,Republic of Korea,East Asia,Yes,336698.0,,Intending to incorporate in the next 2 years,Yes,2.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,2,Yes,Yes,Regional or country specific methodology,Decreased,Yes,Do not know,Base year emissions (absolute) target,Intending to undertake in the next 2 years,Yes,Intending to undertake in the next 2 years,3.11,29.5,31.6,0.14,3.7,18.5,3.0,8.71,1.38,0.36,5.58,In progress,65.1,,10.4,24.5,,No,Do not know,100.0,Not intending to undertake,37.6686,127.0466,KOR
459,2020,60638,Walvis Bay Municipality,Walvis Bay,Namibia,Africa,No,100000.0,POINT (12.5247 -22.9389),Yes,Yes,1.0,25.0,,,,,,,,,,1,In progress,Intending to undertake in the next 2 years,,,,,No target,In progress,Do not know,Do not know,,,,,,,,,,,,,,,,,,Do not know,Do not know,85.0,In progress,-22.9584,14.5058,NAM
460,2020,36477,Comune di Lucca,Lucca,Italy,Europe,No,90107.0,POINT (10.6174 43.8399),Yes,Yes,1.0,9.0,,,,,,,,,,1,In progress,In progress,,,,,,Yes,Yes,In progress,,,,,,,,,,,,,,,,,,Yes,,100.0,,43.8399,10.6174,ITA
461,2020,58483,City of Surrey,,Canada,North America,Yes,557310.0,,Yes,Yes,5.0,48.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,7.0,Yes,7,Yes,In progress,GPC,,,,Fixed level target,In progress,Yes,Yes,6.0,0.0,2.0,0.0,90.0,0.0,1.0,0.0,0.0,1.0,91.0,In progress,,,,,,No,Yes,99.0,Not intending to undertake,49.19,-122.8489,CAN
462,2020,54104,City of Boulder,Boulder,United States of America,North America,No,107100.0,POINT (-105.252 40.0274),Yes,Yes,6.0,100.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,Yes,5,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,39.1,32.7,0.0,1.4,0.0,0.0,0.0,3.3,23.5,28.2,Yes,5.0,17.0,0.0,58.0,20.0,No,Yes,100.0,Yes,40.0274,-105.25200000000001,USA
463,2020,73645,KwaDukuza,,South Africa,Africa,No,276719.0,,Yes,In progress,35.0,342.0,,,,,,,,,,3,Yes,Yes,GPC,Decreased,Do not know,Yes,Baseline scenario (business as usual) target,Yes,In progress,In progress,,,,,,0.0,,,,,,In progress,42.88,0.08,44.82,,6.6,No,No,77.52,,-29.335721999999997,31.296489,ZAF
464,2020,49327,City of Providence,Providence,United States of America,North America,No,179883.0,POINT (-71.4128 41.824),Yes,Yes,12.0,174.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,11,Not intending to undertake,Yes,ICLEI,Decreased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,0.1,6.8,35.1,0.0,2.6,22.6,4.5,18.8,2.7,6.8,12.1,Yes,6.5,0.8,18.1,63.6,11.0,No,No,100.0,Yes,41.824,-71.4128,USA
465,2020,826207,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),JIMAV,Mexico,Latin America,No,371457.0,POINT (-104.367 19.7682),Yes,Yes,4.0,91.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,Yes,4,Yes,Yes,2006 IPCC Guidelines,This is our first year of calculation,Intending to undertake in the next 2 years,Yes,Baseline scenario (business as usual) target,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,In progress,,,,,,No,Do not know,95.0,In progress,19.7682,-104.367,MEX
466,2020,50566,City of Anchorage,Anchorage,United States of America,North America,No,295365.0,POINT (-149.9 61.2181),Intending to incorporate in the next 2 years,In progress,3.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,3,Yes,Yes,GPC,This is our first year of calculation,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,In progress,Intending to undertake in the next 2 years,0.0,0.0,86.3,0.0,10.9,0.0,0.0,1.4,0.0,1.4,12.3,Intending to undertake in the next 2 years,1.0,2.0,,88.0,9.0,No,No,99.0,Not intending to undertake,61.2181,-149.9,USA
467,2020,50571,City of Victoria,Victoria,Canada,North America,No,94000.0,POINT (-123.366 48.4284),Yes,Yes,9.0,22.0,,,,,,,,,Yes,8,Yes,Yes,GPC,Decreased,Yes,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,2.0,0.0,2.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,96.0,Not intending to undertake,,,,,,No,Yes,100.0,Not intending to undertake,48.4284,-123.366,CAN
468,2020,54290,Qingdao Municipal Government,Qingdao,China,East Asia,No,9499800.0,POINT (120.356 36.1105),Yes,Yes,1.0,12.0,,,,,,,,,,1,In progress,Yes,GPC,Increased,,,Base year intensity target,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,No,,100.0,Yes,36.1105,120.35600000000001,CHN
469,2020,834406,Municipality of San Pedro Tlaquepaque,,Mexico,Latin America,No,664193.0,,Yes,Yes,3.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,1,In progress,In progress,2006 IPCC Guidelines,,,,Base year emissions (absolute) target,Not intending to undertake,Yes,Intending to undertake in the next 2 years,,,,,,,,,,,,Yes,,,,,,No,Yes,95.0,Intending to undertake in next 2 years,20.6243,103.3212,MEX
470,2020,54349,Balikpapan City Government,,Indonesia,Southeast Asia and Oceania,No,655178.0,POINT (116.831 -1.26539),Yes,Yes,2.0,34.0,,,,,,,,,Yes,2,Yes,Yes,2006 IPCC Guidelines,Increased,Intending to undertake in the next 2 years,Yes,Baseline scenario (business as usual) target,Yes,Yes,Intending to undertake in the next 2 years,0.0,0.0,2.04,0.0,0.0,0.0,51.48,0.0,46.48,0.0,46.48,Intending to undertake in the next 2 years,0.0,0.5,17.5,80.0,2.0,Yes,No,76.0,In progress,-1.26539,116.831,IDN
471,2020,839667,Municipio de Guanagazapa,,Guatemala,Latin America,No,20083.0,,Yes,Yes,1.0,2.0,,,,,,,,,,1,Intending to undertake in the next 2 years,Yes,GPC,Do not know,Do not know,Not intending to undertake,No target,Do not know,,Not intending to undertake,,,,,,,,,,,,,,,,,,Do not know,Do not know,85.0,Intending to undertake in next 2 years,14.2286,-90.6429,GTM
472,2020,826237,Alcaldia de Madrid,Madrid (Colombia),Colombia,Latin America,No,127138.0,POINT (-74.2642 4.73245),Yes,In progress,4.0,39.0,,,,,,,,,No,2,In progress,Yes,GPC,Increased,Yes,Yes,No target,In progress,In progress,Intending to undertake in the next 2 years,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,Not intending to undertake,30.0,15.0,15.0,30.0,10.0,Do not know,Do not know,90.0,Intending to undertake in next 2 years,4.73245,-74.2642,COL
473,2020,840039,Arequito,,Argentina,Latin America,No,6836.0,,Intending to incorporate in the next 2 years,Yes,6.0,49.0,,,,,,,,,,1,In progress,Yes,GPC,,,Do not know,No target,Do not know,,,,,,,,,,,,,,,,,,,,,,,,-29.1443,-59.6438,ARG
474,2020,50208,Adana Metropolitan Municipality,Adana,Turkey,Europe,Yes,2200000.0,POINT (35.334 36.995),Yes,Yes,1.0,25.0,,,,,,,,,Yes,1,,Yes,,,,,,,,In progress,,,,,,,,,,,,,10.7,1.0,0.0,50.0,10.0,,Yes,80.0,Yes,36.995,35.334,TUR
475,2020,834229,Municipality of Bragado,,Argentina,Latin America,No,41336.0,,,In progress,13.0,74.0,,,,,,,,,,1,,Yes,GPC,This is our first year of calculation,Not intending to undertake,Not intending to undertake,,,,,,,,,,,,,,,,,,,,,,,,,,42.50651405,27.3537499392833,ARG
476,2020,36262,Comune di Genova,Genova,Italy,Europe,No,575577.0,POINT (9.31841 44.348),Yes,Yes,4.0,68.0,,,,,,,,,Yes,3,In progress,Yes,2006 IPCC Guidelines,Decreased,Do not know,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,,,4.228471,,,,,,8.5,,,In progress,,,,,,Yes,Yes,100.0,Yes,44.348,9.31841,ITA
477,2020,834058,Bogor Regency,,Indonesia,Southeast Asia and Oceania,No,5965410.0,,Yes,Yes,4.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,8,Yes,In progress,2006 IPCC Guidelines,,,,No target,Yes,Yes,Do not know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,In progress,,,,,,Do not know,No,90.0,In progress,-6.6,106.8,IDN
478,2020,74488,"City of Beverly, MA",,United States of America,North America,No,40152.0,,In progress,Yes,4.0,55.0,,,,,,,,,No,6,Yes,In progress,ICLEI,,,,No target,In progress,Yes,In progress,,,44.0,,,,4.0,51.0,1.0,,,Intending to undertake in the next 2 years,,,,,,No,No,100.0,Intending to undertake in next 2 years,40.7682,-74.2348,USA
479,2020,42384,Göteborgs Stad,Göteborg,Sweden,Europe,Yes,579281.0,,Yes,Intending to undertake in the next 2 years,3.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,Yes,2,Yes,Yes,GPC,Decreased,Yes,Not intending to undertake,Base year intensity target,Yes,Yes,Yes,3.13,0.23,0.55,0.0,38.94,40.94,0.19,5.84,0.24,9.94,49.12,Yes,,,,,,Yes,Yes,99.0,Yes,57.6717,11.981,SWE
480,2020,42384,Göteborgs Stad,Göteborg,Sweden,Europe,Yes,579281.0,,Yes,Intending to undertake in the next 2 years,3.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,Yes,2,Yes,Yes,GPC,Decreased,Yes,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,3.13,0.23,0.55,0.0,38.94,40.94,0.19,5.84,0.24,9.94,49.12,Yes,,,,,,Yes,Yes,99.0,Yes,57.6717,11.981,SWE
481,2020,46470,Ayuntamiento de Vitoria-Gasteiz,Vitoria-Gasteiz,Spain,Europe,No,252574.0,POINT (-2.67 42.84),Yes,Yes,3.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Yes,5,In progress,Yes,2006 IPCC Guidelines,Decreased,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,3.0,4.3,30.3,0.0,10.0,22.6,1.2,1.4,5.7,21.5,37.2,Intending to undertake in the next 2 years,8.32,12.27,0.27,24.77,54.36,No,Yes,100.0,Yes,42.84,-2.67,ESP
482,2020,840924,Prefeitura de Alexânia,,Brazil,Latin America,No,20033.0,,In progress,In progress,,,,,,,,,,,Yes,1,In progress,In progress,,,,,No target,Do not know,Yes,Do not know,,,,,,,,,,,,,,,,,,Do not know,No,,In progress,-12.25,-38.97,BRA
483,2020,60409,Municipalidad Provincial de Callao,,Peru,Latin America,No,994494.0,,Yes,Yes,6.0,95.0,,,,,,,,,Yes,11,Yes,In progress,GPC,,,,No target,In progress,In progress,In progress,,,,,,,,,,,,Intending to undertake in the next 2 years,,,,,,No,Yes,96.0,In progress,-3.7852828,-80.06398270000001,PER
484,2020,832078,Município de Mafra,Mafra,Portugal,Europe,No,81961.0,POINT (-9.32771 38.9385),In progress,Yes,3.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,No,2,Yes,Intending to undertake in the next 2 years,,,,,No target,,In progress,Intending to undertake in the next 2 years,,,,0.0,,0.0,,0.0,,,,In progress,,,,,,No,Do not know,100.0,Intending to undertake in next 2 years,38.9385,-9.32771,PRT
485,2020,42120,City of Salvador,Salvador,Brazil,Latin America,No,2872347.0,POINT (-38.5023 -12.973),Yes,Yes,7.0,79.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Yes,7,In progress,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Yes,No target,In progress,Yes,In progress,3.0,5.0,6.0,,54.0,,7.0,,12.0,13.0,,In progress,38.6,0.5,2.9,20.0,38.0,No,Yes,93.0,In progress,-12.972999999999999,-38.5023,BRA
486,2020,50389,Prefeitura de Maceió,Maceió,Brazil,Latin America,No,1021127.0,POINT (-35.718 -9.67342),Intending to incorporate in the next 2 years,Intending to undertake in the next 2 years,5.0,95.0,,,,,,,,,Do not know,1,In progress,Intending to undertake in the next 2 years,,,,,No target,Intending to undertake in the next 2 years,Yes,Intending to undertake in the next 2 years,,,10.0,,90.0,,,,,,,In progress,55.0,5.0,9.0,30.0,1.0,Yes,No,80.0,Yes,-9.67342,-35.718,BRA
487,2020,60258,Prefeitura de Brusque,Brusque,Brazil,Latin America,No,137600.0,POINT (-48.9207 -27.0936),In progress,Do not know,3.0,41.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Yes,2,Do not know,Intending to undertake in the next 2 years,,,,,No target,Yes,Do not know,Intending to undertake in the next 2 years,,,,,,,,,,,,Intending to undertake in the next 2 years,12.0,5.0,1.0,79.0,3.0,No,Do not know,90.0,In progress,-27.0936,-48.9207,BRA
488,2020,826182,Ayuntamiento de Tonalá,,Mexico,Latin America,No,477117.0,,Yes,Yes,5.0,45.0,,,,,,,,,,4,Not intending to undertake,Intending to undertake in the next 2 years,,,,,No target,Intending to undertake in the next 2 years,In progress,Yes,0.0,45.0,80.0,0.0,0.0,0.0,0.0,,,0.0,,In progress,50.0,5.0,130.0,,50.0,No,No,10.0,Intending to undertake in next 2 years,19.3333,-96.4833,MEX
489,2020,826380,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),,Mexico,Latin America,No,144000.0,,Yes,Yes,1.0,20.0,,,,,,,,,No,2,In progress,Not intending to undertake,,,,,,,Not intending to undertake,In progress,,,,,,,,,,,,,,,,,,No,Do not know,,In progress,37.9850091,-103.5438321,MEX
490,2020,55419,City of Miramar,Miramar,United States of America,North America,No,140823.0,POINT (-80.3036 25.9861),In progress,Yes,5.0,44.0,,,,,,,,,,1,Intending to undertake in the next 2 years,Yes,ICLEI,This is our first year of calculation,,Yes,No target,,Yes,Intending to undertake in the next 2 years,,2.37,73.61,,,21.98,0.17,,1.87,,,Do not know,,,,,,No,Yes,100.0,Yes,25.9861,-80.3036,USA
491,2020,54498,Ayuntamiento de Murcia,Murcia,Spain,Europe,No,453258.0,POINT (-1.00495 37.799),Yes,Yes,4.0,82.0,,,,,,,,,Yes,8,Yes,Yes,Regional or country specific methodology,Decreased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Intending to undertake in the next 2 years,Yes,1.7,5.0,21.9,0.0,9.0,21.2,13.6,1.5,5.5,20.6,35.1,Yes,,,,,,No,,100.0,Yes,37.799,-1.00495,ESP
492,2020,826201,Ayuntamiento de Zapopan,,Mexico,Latin America,Yes,1332272.0,,Yes,In progress,8.0,123.0,,,,,,,,,Yes,7,In progress,In progress,2006 IPCC Guidelines,,,,Baseline scenario (business as usual) target,In progress,Yes,In progress,5.72,4.31,19.73,1.75,1.8,2.41,62.39,0.79,0.37,0.73,4.65,In progress,,,,,,No,Yes,97.0,Intending to undertake in next 2 years,26.1167,-103.45,MEX
493,2020,60284,Prefeitura de Angra dos Reis,Angra dos Reis,Brazil,Latin America,No,169511.0,POINT (-44.2442 -22.9983),In progress,Do not know,3.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,3,Do not know,Not intending to undertake,,,,,No target,,Do not know,Do not know,1.0,3.0,13.0,0.0,70.0,2.0,5.0,5.0,1.0,0.0,71.0,Do not know,,,,,,Do not know,Do not know,,,-22.9983,-44.2442,BRA
494,2020,831152,Municipio de San Pedro de Urabá,San Pedro de Urabá,Colombia,Latin America,No,37255.0,POINT (8.34552 -76.3414),Not intending to incorporate,Intending to undertake in the next 2 years,2.0,19.0,,,,,,,,,,1,Do not know,Intending to undertake in the next 2 years,,,,,No target,Do not know,,Do not know,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,No,Do not know,38.0,Intending to undertake in next 2 years,8.2778883,-76.38307929999999,COL
495,2020,54617,Alcaldia de Pereira,Pereira,Colombia,Latin America,No,472000.0,POINT (-75.6906 4.80871),Yes,In progress,5.0,58.0,,,,,,,,,,5,Yes,In progress,GPC,,,,Baseline scenario (business as usual) target,Not intending to undertake,Yes,In progress,,,,,,,,,,,,,,,,45.0,,No,No,99.75,In progress,4.80871,-75.6906,COL
496,2020,50559,"City of St Catharines, ON",St Catharines,Canada,North America,No,133113.0,POINT (-79.2469 43.1594),In progress,Yes,4.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,1,In progress,Yes,GPC,Decreased,Not intending to undertake,In progress,Base year intensity target,Intending to undertake in the next 2 years,Yes,Do not know,1.0,0.0,3.0,0.0,26.0,60.0,1.0,0.0,2.0,7.0,35.0,Yes,,,,,,No,Yes,100.0,Intending to undertake in next 2 years,43.1594,-79.2469,CAN
497,2020,50543,Halifax Regional Municipality,Halifax,Canada,North America,No,421939.0,POINT (-63.5714 44.6478),Yes,Yes,6.0,80.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,No,5,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Not intending to undertake,Fixed level target,Yes,In progress,Yes,4.1,57.8,9.9,0.0,10.8,0.0,4.7,0.0,0.0,12.7,23.5,Yes,13.0,1.0,,77.0,9.0,No,Yes,99.95,Not intending to undertake,44.6478,-63.5714,CAN
498,2020,50543,Halifax Regional Municipality,Halifax,Canada,North America,No,421939.0,POINT (-63.5714 44.6478),Yes,Yes,6.0,80.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,No,5,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Not intending to undertake,Base year emissions (absolute) target,Yes,In progress,Yes,4.1,57.8,9.9,0.0,10.8,0.0,4.7,0.0,0.0,12.7,23.5,Yes,13.0,1.0,,77.0,9.0,No,Yes,99.95,Not intending to undertake,44.6478,-63.5714,CAN
499,2020,845132,Prefeitura de Goiás (Goiás Velho),,Brazil,Latin America,Yes,24727.0,,In progress,Intending to undertake in the next 2 years,4.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No,1,Intending to undertake in the next 2 years,In progress,ICLEI,,,,No target,Intending to undertake in the next 2 years,Yes,Do not know,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,In progress,,,,,,No,Yes,100.0,In progress,-21.53879635,-42.1809782686909,BRA
500,2020,843399,Wandsworth Council,,United Kingdom of Great Britain and Northern Ireland,Europe,Yes,332500.0,,Yes,In progress,9.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Yes,8,Yes,Yes,GPC,This is our first year of calculation,Yes,Yes,Base year emissions (absolute) target,Yes,In progress,Not intending to undertake,8.81,3.11,26.76,0.0,2.28,11.9,0.17,5.83,13.16,27.98,43.42,Not intending to undertake,31.2,3.5,3.0,27.4,34.9,Yes,Yes,100.0,Not intending to undertake,51.455,-0.192,GBR
501,2020,35857,City of Cincinnati,Cincinnati,United States of America,North America,No,302605.0,POINT (-84.512 39.1031),Yes,Yes,8.0,131.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,4,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,0.6,64.5,10.8,0.0,0.6,19.8,0.6,0.7,0.1,2.3,3.0,Yes,1.3,1.0,4.4,88.2,5.1,No,Yes,100.0,Yes,39.1031,-84.512,USA
502,2020,74418,"Town of Breckenridge, CO",Breckenridge,United States of America,North America,No,5020.0,POINT (106.038 39.4817),Yes,Yes,3.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,3,Yes,Yes,GPC,This is our first year of calculation,Not intending to undertake,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,33.0,37.0,0.0,1.0,0.0,0.0,0.0,4.0,25.0,30.0,Yes,15.9,1.0,9.4,59.6,14.1,No,No,100.0,Yes,39.4995,-106.0433,USA
503,2020,60339,Prefeitura de Anapolis,,Brazil,Latin America,Yes,386923.0,,In progress,In progress,2.0,41.0,,,,,,,,,Yes,1,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,No target,Do not know,Yes,Intending to undertake in the next 2 years,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,Intending to undertake in the next 2 years,25.0,10.0,10.0,80.0,10.0,No,No,98.0,Yes,-21.3594,-48.0656,BRA
504,2020,50398,Ciudad de Juárez,Juárez,Mexico,Latin America,No,1391180.0,POINT (-106.425 31.6904),Yes,Yes,4.0,54.0,,,,,,,,,Yes,1,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,No target,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Do not know,,,,,,No,Yes,70.0,Yes,31.6904,-106.425,MEX
505,2020,43937,Wellington City Council,Wellington,New Zealand,Southeast Asia and Oceania,No,210400.0,POINT (174.776 -41.2865),In progress,Yes,6.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,5,In progress,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Not intending to undertake,2.0,4.0,10.0,17.0,61.0,,,,,6.0,,Intending to undertake in the next 2 years,,,,,,No,Yes,100.0,Yes,-41.2865,174.77599999999998,NZL
506,2020,62868,Eskişehir Metropolitan Municipality,Eskişehir,Turkey,Europe,No,887475.0,POINT (30.5256 39.7667),In progress,Intending to undertake in the next 2 years,,,,,,,,,,,,1,,Intending to undertake in the next 2 years,,,,,,,,In progress,,,,,,,,,,,,,,,,,,,,,,39.7667,30.5256,TUR
507,2020,50560,City of Oakland,Oakland,United States of America,North America,No,425195.0,POINT (-122.271 37.8044),Yes,Yes,10.0,216.0,,,,,,,,,Yes,6,Yes,Yes,ICLEI,Decreased,Yes,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,4.0,0.0,20.0,5.0,21.0,27.0,0.0,2.0,13.0,8.0,47.0,In progress,,,,,,Do not know,Yes,100.0,Intending to undertake in next 2 years,37.8044,-122.271,USA
508,2020,848125,Oreamuno,,Costa Rica,Latin America,Yes,49000.0,,In progress,Do not know,1.0,25.0,,,,,,,,,Yes,1,Do not know,In progress,Other,,,,Base year intensity target,Do not know,Intending to undertake in the next 2 years,,,,,,,,,,,,,,,,,,,,,100.0,Intending to undertake in next 2 years,9.9974653,-83.845703198973,CRI
509,2020,73684,Carlos Tejedor,,Argentina,Latin America,No,11570.0,,,Intending to undertake in the next 2 years,9.0,106.0,,,,,,,,,,1,Intending to undertake in the next 2 years,Yes,GPC,This is our first year of calculation,Not intending to undertake,Not intending to undertake,,,,,,,,,,,,,,,,,,,,,,,,,,-34.5871877,-58.3922248,ARG
510,2020,59644,"City of Culver City, CA",Culver City,United States of America,North America,No,39295.0,POINT (-118.4 34.02),In progress,Yes,6.0,55.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Yes,11,In progress,In progress,ICLEI,,,,Base year emissions (absolute) target,Intending to undertake in the next 2 years,Yes,Yes,0.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,50.0,15.0,90.0,,,,,,,No,,100.0,Yes,34.02,-118.4,USA
511,2020,60633,La mairie de Bujumbura,Bujumbura,Burundi,Africa,No,1155678.0,POINT (29.3599 -3.36137),In progress,Not intending to undertake,11.0,34.0,,,,,,,,,Yes,2,Not intending to undertake,Not intending to undertake,,,,,No target,,In progress,In progress,,,,,,,,,,,,,,,,,,No,No,60.0,,-3.3613699999999995,29.3599,BDI
512,2020,60092,City of Porvoo,Porvoo,Finland,Europe,Yes,50380.0,,Yes,Not intending to undertake,13.0,64.0,,,,,,,,,Yes,9,Not intending to undertake,Yes,Regional or country specific methodology,Increased,Intending to undertake in the next 2 years,Yes,Fixed level target,Yes,Yes,Not intending to undertake,7.55,0.0,0.0,0.0,73.95,18.19,0.0,0.0,0.02,0.29,74.26,Yes,4.0,7.0,2.0,63.0,24.0,No,Yes,100.0,Yes,60.3931,25.6639,FIN
513,2020,60092,City of Porvoo,Porvoo,Finland,Europe,Yes,50380.0,,Yes,Not intending to undertake,13.0,64.0,,,,,,,,,Yes,9,Not intending to undertake,Yes,Regional or country specific methodology,Increased,Intending to undertake in the next 2 years,Yes,Base year emissions (absolute) target,Yes,Yes,Not intending to undertake,7.55,0.0,0.0,0.0,73.95,18.19,0.0,0.0,0.02,0.29,74.26,Yes,4.0,7.0,2.0,63.0,24.0,No,Yes,100.0,Yes,60.3931,25.6639,FIN
514,2020,53829,"City of Kingston, ON",Kingston,Canada,North America,No,124000.0,,Yes,Intending to undertake in the next 2 years,4.0,65.0,,,,,,,,,,1,Intending to undertake in the next 2 years,Yes,ICLEI,,,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Not intending to undertake,,,,,,,,,,,,,,,,,,No,No,,Yes,44.305415100000005,-76.42837809999999,CAN
515,2020,35878,City of Sacramento,Sacramento,United States of America,North America,No,513624.0,POINT (-121.494 38.5816),Yes,In progress,5.0,59.0,,,,,,,,,,5,Yes,Yes,ICLEI,Decreased,,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,12.0,0.0,41.0,1.0,14.0,0.0,0.0,23.0,3.0,7.0,25.0,,,,,,,No,Yes,,Yes,38.5816,-121.494,USA
516,2020,35878,City of Sacramento,Sacramento,United States of America,North America,No,513624.0,POINT (-121.494 38.5816),Yes,In progress,5.0,59.0,,,,,,,,,,5,Yes,Yes,ICLEI,Decreased,,Do not know,Fixed level target,Yes,Yes,Yes,12.0,0.0,41.0,1.0,14.0,0.0,0.0,23.0,3.0,7.0,25.0,,,,,,,No,Yes,,Yes,38.5816,-121.494,USA
